时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s
36.15866,100,1280.2,-15,400,5000,0.00621,0.01559
36.16538,100,1279.4,-15,400,5000,0.006,0.01608
36.16998,100,1278.6,-15,400,5000,0.00587,0.01623
36.18102,100,1277.8,-15,400,5000,0.00556,0.01647
36.19487,100,1277,-15,400,5000,0.00522,0.01698
36.19956,100,1276.2,-15,400,5000,0.0051,0.01698
36.20573,100,1275.4,-15,400,5000,0.00495,0.01752
36.2118,100,1274.6,-15,400,5000,0.00482,0.01765
36.22183,100,1273.8,-15,400,5000,0.00457,0.01803
36.23503,100,1273,-15,400,5000,0.00425,0.01849
36.2382,100,1272.2,-15,400,5000,0.00419,0.01849
36.24237,100,1271.4,-15,400,5000,0.0041,0.01895
36.24785,100,1270.6,-15,400,5000,0.00401,0.01895
36.25483,100,1269.8,-15,400,5000,0.00388,0.01949
36.2596,100,1269,-15,400,5000,0.00379,0.01967
36.27052,100,1268.2,-15,400,5000,0.00362,0.01988
36.28452,100,1267.4,-15,400,5000,0.00333,0.02026
36.28911,100,1266.6,-15,400,5000,0.00325,0.02067
36.29514,100,1265.8,-15,400,5000,0.00312,0.02067
36.30139,100,1265,-15,400,5000,0.00303,0.02124
36.30568,100,1264.2,-15,400,5000,0.00295,0.02142
36.31693,100,1263.4,-15,400,5000,0.00281,0.02166
36.33049,100,1262.6,-15,400,5000,0.00259,0.02221
36.33538,100,1261.8,-15,400,5000,0.00253,0.02221
36.34181,100,1261,-15,400,5000,0.00241,0.0226
36.34754,100,1260.2,-15,400,5000,0.00233,0.02272
36.35781,100,1259.4,-15,400,5000,0.00219,0.02306
36.37132,100,1258.6,-15,400,5000,0.00199,0.02343
36.37489,100,1257.8,-15,400,5000,0.00194,0.02343
36.37959,100,1257,-15,400,5000,0.00189,0.02376
36.38578,100,1256.2,-15,400,5000,0.00183,0.02376
36.39183,100,1255.4,-15,400,5000,0.00177,0.02417
36.40187,100,1254.6,-15,400,5000,0.0017,0.02437
36.41508,100,1253.8,-15,400,5000,0.00153,0.02453
36.41827,100,1253,-15,400,5000,0.0015,0.02478
36.42246,100,1252.2,-15,400,5000,0.00145,0.02478
36.42797,100,1251.4,-15,400,5000,0.0014,0.02478
36.4349,100,1250.6,-15,400,5000,0.00139,0.02508
36.43966,100,1249.8,-15,400,5000,0.00139,0.02516
36.45059,100,1249,-15,400,5000,0.00139,0.02525
36.46457,100,1248.2,-15,400,5000,0.00139,0.02542
36.46917,100,1247.4,-15,400,5000,0.00139,0.02557
36.47522,100,1246.6,-15,400,5000,0.00139,0.02557
36.48145,100,1245.8,-15,400,5000,0.0014,0.02561
36.48571,100,1245,-15,400,5000,0.0014,0.02564
36.49698,100,1244.2,-15,400,5000,0.0014,0.02564
36.51052,100,1243.4,-15,400,5000,0.0014,0.02564
36.51542,100,1242.6,-15,400,5000,0.0014,0.02564
36.52187,100,1241.8,-15,400,5000,0.0014,0.02564
36.52758,100,1241,-15,400,5000,0.0014,0.02564
36.53786,100,1240.2,-15,400,5000,0.0014,0.02564
36.55138,100,1239.4,-15,400,5000,0.0014,0.02564
36.55498,100,1238.6,-15,400,5000,0.0014,0.02564
36.5597,100,1237.8,-15,400,5000,0.0014,0.02564
36.56592,100,1237,-15,400,5000,0.0014,0.02564
36.57193,100,1236.2,-15,400,5000,0.0014,0.02564
36.582,100,1235.4,-15,400,5000,0.0014,0.02564
36.59526,100,1234.6,-15,400,5000,0.0014,0.02564
36.5985,100,1233.8,-15,400,5000,0.0014,0.02564
36.60276,100,1233,-15,400,5000,0.0014,0.02564
36.60836,100,1232.2,-15,400,5000,0.0014,0.02564
36.61517,100,1231.4,-15,400,5000,0.0014,0.02564
36.61984,100,1230.6,-15,400,5000,0.0014,0.02564
36.63084,100,1229.8,-15,400,5000,0.0014,0.02564
36.64474,100,1229,-15,400,5000,0.0014,0.02564
36.64939,100,1228.2,-15,400,5000,0.0014,0.02564
36.65551,100,1227.4,-15,400,5000,0.0014,0.02564
36.66164,100,1226.6,-15,400,5000,0.0014,0.02564
36.67163,100,1225.8,-15,400,5000,0.0014,0.02564
36.68477,100,1225,-15,400,5000,0.0014,0.02564
36.68785,100,1224.2,-15,400,5000,0.0014,0.02564
36.69191,100,1223.4,-15,400,5000,0.0014,0.02564
36.69725,100,1222.6,-15,400,5000,0.0014,0.02564
36.70427,100,1221.8,-15,400,5000,0.0014,0.02564
36.70922,100,1221,-15,400,5000,0.0014,0.02564
36.72002,100,1220.2,-15,400,5000,0.0014,0.02564
36.73418,100,1219.4,-15,400,5000,0.0014,0.02564
36.73866,100,1218.6,-15,400,5000,0.0014,0.02564
36.74454,100,1217.8,-15,400,5000,0.0014,0.02564
36.75098,100,1217,-15,400,5000,0.0014,0.02564
36.75539,100,1216.2,-15,400,5000,0.0014,0.02564
36.76656,100,1215.4,-15,400,5000,0.0014,0.02564
36.78024,100,1214.6,-15,400,5000,0.0014,0.02564
36.78505,100,1213.8,-15,400,5000,0.0014,0.02564
36.79137,100,1213,-15,400,5000,0.0014,0.02564
36.79724,100,1212.2,-15,400,5000,0.0014,0.02564
36.80741,100,1211.4,-15,400,5000,0.0014,0.02564
36.82079,100,1210.6,-15,400,5000,0.0014,0.02564
36.8242,100,1209.8,-15,400,5000,0.0014,0.02564
36.82868,100,1209,-15,400,5000,0.0014,0.02564
36.83458,100,1208.2,-15,400,5000,0.0014,0.02564
36.84101,100,1207.4,-15,400,5000,0.0014,0.02564
36.84541,100,1206.6,-15,400,5000,0.0014,0.02564
36.85659,100,1205.8,-15,400,5000,0.0014,0.02564
36.87025,100,1205,-15,400,5000,0.0014,0.02564
36.87507,100,1204.2,-15,400,5000,0.0014,0.02564
36.8814,100,1203.4,-15,400,5000,0.0014,0.02564
36.88726,100,1202.6,-15,400,5000,0.0014,0.02564
36.89743,100,1201.8,-15,400,5000,0.0014,0.02564
36.91083,100,1201,-15,400,5000,0.0014,0.02564
36.91425,100,1200.2,-15,400,5000,0.0014,0.02564
36.91874,100,1199.4,-15,400,5000,0.0014,0.02564
36.92466,100,1198.6,-15,400,5000,0.0014,0.02564
36.93106,100,1197.8,-15,400,5000,0.0014,0.02564
36.93545,100,1197,-15,400,5000,0.0014,0.02564
36.94663,100,1196.2,-15,400,5000,0.0014,0.02564
36.96029,100,1195.4,-15,400,5000,0.0014,0.02564
36.96511,100,1194.6,-15,400,5000,0.0014,0.02564
36.97145,100,1193.8,-15,400,5000,0.0014,0.02564
36.97729,100,1193,-15,400,5000,0.00141,0.02564
36.98748,100,1192.2,-15,400,5000,0.00141,0.02564
37.00089,100,1191.4,-15,400,5000,0.00154,0.02564
37.00433,100,1190.6,-15,400,5000,0.00159,0.02564
37.00885,100,1189.8,-15,400,5000,0.00159,0.02564
37.0148,100,1189,-15,400,5000,0.00159,0.02564
37.02116,100,1188.2,-15,400,5000,0.00161,0.02564
37.02552,100,1187.4,-15,400,5000,0.00161,0.02564
37.03673,100,1186.6,-15,400,5000,0.00168,0.02564
37.05035,100,1185.8,-15,400,5000,0.00181,0.02564
37.05519,100,1185,-15,400,5000,0.00181,0.02564
37.06157,100,1184.2,-15,400,5000,0.00185,0.02564
37.06737,100,1183.4,-15,400,5000,0.00184,0.02562
37.07758,100,1182.6,-15,400,5000,0.00184,0.02562
37.09102,100,1181.8,-15,400,5000,0.00179,0.02557
37.09451,100,1181,-15,400,5000,0.00183,0.02556
37.09908,100,1180.2,-15,400,5000,0.00183,0.02556
37.1051,100,1179.4,-15,400,5000,0.00197,0.02556
37.11137,100,1178.6,-15,400,5000,0.00197,0.02556
37.11566,100,1177.8,-15,400,5000,0.00195,0.02554
37.12691,100,1177,-15,400,5000,0.00195,0.02548
37.14048,100,1176.2,-15,400,5000,0.00209,0.02544
37.14536,100,1175.4,-15,400,5000,0.00218,0.02544
37.15179,100,1174.6,-15,400,5000,0.00217,0.02543
37.15752,100,1173.8,-15,400,5000,0.0022,0.0254
37.16778,100,1173,-15,400,5000,0.00215,0.02535
37.18128,100,1172.2,-15,400,5000,0.00236,0.02534
37.18484,100,1171.4,-15,400,5000,0.00243,0.02534
37.18953,100,1170.6,-15,400,5000,0.00243,0.02541
37.19569,100,1169.8,-15,400,5000,0.00254,0.02541
37.20177,100,1169,-15,400,5000,0.00251,0.02565
37.2118,100,1168.2,-15,400,5000,0.00262,0.02572
37.22499,100,1167.4,-15,400,5000,0.0028,0.02579
37.22814,100,1166.6,-15,400,5000,0.00278,0.02579
37.23229,100,1165.8,-15,400,5000,0.0028,0.02587
37.23774,100,1165,-15,400,5000,0.00285,0.02587
37.24475,100,1164.2,-15,400,5000,0.0029,0.02587
37.24955,100,1163.4,-15,400,5000,0.0029,0.02587
37.26045,100,1162.6,-15,400,5000,0.00295,0.02587
37.27448,100,1161.8,-15,400,5000,0.003,0.02587
37.27904,100,1161,-15,400,5000,0.00303,0.02587
37.28505,100,1160.2,-15,400,5000,0.00308,0.02587
37.29133,100,1159.4,-15,400,5000,0.00303,0.02587
37.29564,100,1158.6,-15,400,5000,0.00315,0.02587
37.30688,100,1157.8,-15,400,5000,0.00334,0.02587
37.32045,100,1157,-15,400,5000,0.00339,0.02587
37.32533,100,1156.2,-15,400,5000,0.00348,0.02587
37.33175,100,1155.4,-15,400,5000,0.00357,0.02587
37.33749,100,1154.6,-15,400,5000,0.00368,0.02587
37.34775,100,1153.8,-15,400,5000,0.00367,0.02587
37.36124,100,1153,-15,400,5000,0.00382,0.02587
37.36479,100,1152.2,-15,400,5000,0.0039,0.02587
37.36946,100,1151.4,-15,400,5000,0.00397,0.02587
37.3756,100,1150.6,-15,400,5000,0.00398,0.02587
37.3817,100,1149.8,-15,400,5000,0.00393,0.02587
37.39171,100,1149,-15,400,5000,0.00404,0.02587
37.40487,100,1148.2,-15,400,5000,0.00421,0.02587
37.40799,100,1147.4,-15,400,5000,0.00421,0.02587
37.41209,100,1146.6,-15,400,5000,0.00429,0.02587
37.41748,100,1145.8,-15,400,5000,0.00432,0.02587
37.42457,100,1145,-15,400,5000,0.00438,0.02587
37.42943,100,1144.2,-15,400,5000,0.00438,0.02587
37.44029,100,1143.4,-15,400,5000,0.00453,0.02587
37.45436,100,1142.6,-15,400,5000,0.00475,0.02587
37.4589,100,1141.8,-15,400,5000,0.00481,0.02587
37.46487,100,1141,-15,400,5000,0.00486,0.02587
37.4712,100,1140.2,-15,400,5000,0.00486,0.02587
37.47555,100,1139.4,-15,400,5000,0.00497,0.02587
37.48676,100,1138.6,-15,400,5000,0.00502,0.02587
37.50037,100,1137.8,-15,400,5000,0.00516,0.02587
37.50523,100,1137,-15,400,5000,0.00516,0.02587
37.51161,100,1136.2,-15,400,5000,0.00533,0.02587
37.5174,100,1135.4,-15,400,5000,0.00533,0.02587
37.52762,100,1134.6,-15,400,5000,0.00549,0.02587
37.54107,100,1133.8,-15,400,5000,0.00572,0.02587
37.54457,100,1133,-15,400,5000,0.00572,0.02587
37.54916,100,1132.2,-15,400,5000,0.00576,0.02587
37.55521,100,1131.4,-15,400,5000,0.00583,0.02587
37.56144,100,1130.6,-15,400,5000,0.0058,0.02587
37.56571,100,1129.8,-15,400,5000,0.00592,0.02587
37.57698,100,1129,-15,400,5000,0.00596,0.02587
37.59052,100,1128.2,-15,400,5000,0.00607,0.02587
37.59542,100,1127.4,-15,400,5000,0.00607,0.02587
37.60186,100,1126.6,-15,400,5000,0.0062,0.02587
37.60757,100,1125.8,-15,400,5000,0.0062,0.02587
37.61786,100,1125,-15,400,5000,0.00633,0.02587
37.63138,100,1124.2,-15,400,5000,0.00657,0.02587
37.63497,100,1123.4,-15,400,5000,0.00657,0.02587
37.63969,100,1122.6,-15,400,5000,0.00661,0.02587
37.64591,100,1121.8,-15,400,5000,0.00663,0.02587
37.65192,100,1121,-15,400,5000,0.00663,0.02587
37.66199,100,1120.2,-15,400,5000,0.00676,0.02587
37.67524,100,1119.4,-15,400,5000,0.007,0.02587
37.67847,100,1118.6,-15,400,5000,0.007,0.02587
37.68273,100,1117.8,-15,400,5000,0.00707,0.02587
37.68832,100,1117,-15,400,5000,0.00718,0.02587
37.69515,100,1116.2,-15,400,5000,0.00725,0.02587
37.69982,100,1115.4,-15,400,5000,0.00725,0.02587
37.71081,100,1114.6,-15,400,5000,0.00742,0.02587
37.72472,100,1113.8,-15,400,5000,0.00761,0.02587
37.72937,100,1113,-15,400,5000,0.00765,0.02587
37.73548,100,1112.2,-15,400,5000,0.00771,0.02587
37.74162,100,1111.4,-15,400,5000,0.00771,0.02587
37.7516,100,1110.6,-15,400,5000,0.00779,0.02587
37.76473,100,1109.8,-15,400,5000,0.008,0.02587
37.76781,100,1109,-15,400,5000,0.00807,0.02587
37.77185,100,1108.2,-15,400,5000,0.00807,0.02587
37.77716,100,1107.4,-15,400,5000,0.00817,0.02587
37.78416,100,1106.6,-15,400,5000,0.0082,0.02587
37.78915,100,1105.8,-15,400,5000,0.0082,0.02587
37.79992,100,1105,-15,400,5000,0.00832,0.02587
37.81409,100,1104.2,-15,400,5000,0.00856,0.02587
37.81853,100,1103.4,-15,400,5000,0.00861,0.02587
37.82438,100,1102.6,-15,400,5000,0.00869,0.02587
37.83087,100,1101.8,-15,400,5000,0.00869,0.02587
37.83532,100,1101,-15,400,5000,0.00868,0.02587
37.84647,100,1100.2,-15,400,5000,0.00877,0.02587
37.86017,100,1099.4,-15,400,5000,0.00894,0.02587
37.86496,100,1098.6,-15,400,5000,0.00897,0.02587
37.87126,100,1097.8,-15,400,5000,0.00897,0.02587
37.87716,100,1097,-15,400,5000,0.00897,0.02587
37.88731,100,1096.2,-15,400,5000,0.00903,0.02587
37.90066,100,1095.4,-15,400,5000,0.00919,0.02587
37.90402,100,1094.6,-15,400,5000,0.00919,0.02587
37.90844,100,1093.8,-15,400,5000,0.00925,0.02587
37.91426,100,1093,-15,400,5000,0.0093,0.02587
37.92079,100,1092.2,-15,400,5000,0.00929,0.02587
37.92527,100,1091.4,-15,400,5000,0.00941,0.02587
37.93639,100,1090.6,-15,400,5000,0.0096,0.02587
37.95012,100,1089.8,-15,400,5000,0.00971,0.02587
37.95489,100,1089,-15,400,5000,0.00976,0.02587
37.96117,100,1088.2,-15,400,5000,0.00984,0.02587
37.9671,100,1087.4,-15,400,5000,0.00982,0.02587
37.97723,100,1086.6,-15,400,5000,0.00998,0.02587
37.99055,100,1085.8,-15,400,5000,0.01016,0.02587
37.99389,100,1085,-15,400,5000,0.01024,0.02587
37.99827,100,1084.2,-15,400,5000,0.0102,0.02587
38.00404,100,1083.4,-15,400,5000,0.0103,0.02587
38.01064,100,1082.6,-15,400,5000,0.0104,0.02587
38.01516,100,1081.8,-15,400,5000,0.01036,0.02587
38.02625,100,1081,-15,400,5000,0.0105,0.02587
38.04002,100,1080.2,-15,400,5000,0.01083,0.02587
38.04477,100,1079.4,-15,400,5000,0.01095,0.02587
38.051,100,1078.6,-15,400,5000,0.01108,0.02587
38.05698,100,1077.8,-15,400,5000,0.01129,0.02587
38.06708,100,1077,-15,400,5000,0.01129,0.02587
38.08035,100,1076.2,-15,400,5000,0.01181,0.02587
38.08362,100,1075.4,-15,400,5000,0.01187,0.02587
38.08792,100,1074.6,-15,400,5000,0.01183,0.02587
38.09358,100,1073.8,-15,400,5000,0.01198,0.02587
38.10032,100,1073,-15,400,5000,0.01196,0.02587
38.10494,100,1072.2,-15,400,5000,0.0122,0.02587
38.11597,100,1071.4,-15,400,5000,0.01215,0.02587
38.12983,100,1070.6,-15,400,5000,0.01265,0.02587
38.13451,100,1069.8,-15,400,5000,0.0126,0.02587
38.14067,100,1069,-15,400,5000,0.01294,0.02587
38.14675,100,1068.2,-15,400,5000,0.01294,0.02587
38.15677,100,1067.4,-15,400,5000,0.01315,0.02587
38.16996,100,1066.6,-15,400,5000,0.01364,0.02587
38.1731,100,1065.8,-15,400,5000,0.01363,0.02587
38.17723,100,1065,-15,400,5000,0.01381,0.02587
38.18267,100,1064.2,-15,400,5000,0.01393,0.02587
38.1897,100,1063.4,-15,400,5000,0.01384,0.02587
38.19452,100,1062.6,-15,400,5000,0.0141,0.02587
38.20541,100,1061.8,-15,400,5000,0.01448,0.02587
38.21944,100,1061,-15,400,5000,0.01481,0.02587
38.224,100,1060.2,-15,400,5000,0.01475,0.02587
38.23,100,1059.4,-15,400,5000,0.01516,0.02587
38.23629,100,1058.6,-15,400,5000,0.01509,0.02587
38.24061,100,1057.8,-15,400,5000,0.0155,0.02587
38.25185,100,1057,-15,400,5000,0.01538,0.02587
38.26543,100,1056.2,-15,400,5000,0.01615,0.02587
38.2703,100,1055.4,-15,400,5000,0.01615,0.02587
38.27671,100,1054.6,-15,400,5000,0.01648,0.02587
38.28247,100,1053.8,-15,400,5000,0.01641,0.02587
38.29271,100,1053,-15,400,5000,0.01668,0.02587
38.30619,100,1052.2,-15,400,5000,0.01725,0.02587
38.30972,100,1051.4,-15,400,5000,0.01722,0.02587
38.31437,100,1050.6,-15,400,5000,0.01739,0.02587
38.32048,100,1049.8,-15,400,5000,0.0175,0.02587
38.32662,100,1049,-15,400,5000,0.01741,0.02587
38.3366,100,1048.2,-15,400,5000,0.01764,0.02587
38.34973,100,1047.4,-15,389,5000,0.01814,0.02587
38.3528,100,1046.6,-15,390,5000,0.01809,0.02587
38.35685,100,1045.8,-15,391,5000,0.01827,0.02587
38.36216,100,1045,-15,392,5000,0.0184,0.02587
38.36916,100,1044.2,-15,393,5000,0.01846,0.02587
38.37414,100,1043.4,-15,394,5000,0.01842,0.02587
38.38492,100,1042.6,-15,395,5000,0.0186,0.02587
38.39908,100,1041.8,-15,396,5000,0.01893,0.02587
38.40353,100,1041,-15,400,5000,0.01904,0.02587
38.40937,100,1040.2,-15,400,5000,0.01912,0.02587
38.41587,100,1039.4,-15,400,5000,0.01909,0.02587
38.42031,100,1038.6,-15,400,5000,0.01928,0.02587
38.43146,100,1037.8,-15,400,5000,0.01937,0.02587
38.44517,100,1037,-15,400,5000,0.01942,0.02587
38.44995,100,1036.2,-15,403,5000,0.01938,0.02587
38.45625,100,1035.4,-15,400,5000,0.0195,0.02587
38.46215,100,1034.6,-15,400,5000,0.01944,0.02587
38.4723,100,1033.8,-15,400,5000,0.01948,0.02587
38.48565,100,1033,-15,400,5000,0.0195,0.02587
38.48901,100,1032.2,-15,400,5000,0.01946,0.02587
38.49343,100,1031.4,-15,400,5000,0.0194,0.02587
38.49925,100,1030.6,-15,400,5000,0.01936,0.02587
38.50578,100,1029.8,-15,405,5000,0.01926,0.02587
38.51026,100,1029,-15,406,5000,0.01919,0.02587
38.52138,100,1028.2,-15,407,5000,0.01903,0.02587
38.53511,100,1027.4,-15,408,5000,0.0188,0.02587
38.53988,100,1026.6,-15,409,5000,0.01879,0.02587
38.54616,100,1025.8,-15,410,5000,0.01876,0.02587
38.55209,100,1025,-15,405,5000,0.01869,0.02587
38.56222,100,1024.2,-15,406,5000,0.01857,0.02587
38.57554,100,1023.4,-15,407,5000,0.01853,0.02587
38.57887,100,1022.6,-15,408,5000,0.01851,0.02587
38.58324,100,1021.8,-15,400,5000,0.0185,0.02587
38.589,100,1021,-15,400,5000,0.01842,0.02587
38.59561,100,1020.2,-15,400,5000,0.01833,0.02587
38.60014,100,1019.4,-15,400,5000,0.01829,0.02587
38.61123,100,1018.6,-15,400,5000,0.01816,0.02587
38.62501,100,1017.8,-15,400,5000,0.01796,0.02587
38.62974,100,1017,-15,405,5000,0.01792,0.02587
38.63597,100,1016.2,-15,406,5000,0.01788,0.02587
38.64196,100,1015.4,-15,397,5000,0.01786,0.02587
38.65205,100,1014.6,-15,408,5000,0.01773,0.02587
38.66532,100,1013.8,-15,400,5000,0.01756,0.02587
38.66858,100,1013,-15,400,5000,0.01755,0.02587
38.67286,100,1012.2,-15,400,5000,0.01749,0.02587
38.6785,100,1011.4,-15,400,5000,0.01742,0.02587
38.68527,100,1010.6,-15,400,5000,0.01731,0.02587
38.68991,100,1009.8,-15,399,5000,0.01724,0.02587
38.70092,100,1009,-15,400,5000,0.01707,0.02587
38.7148,100,1008.2,-15,401,5000,0.01689,0.02587
38.71947,100,1007.4,-15,402,5000,0.01689,0.02587
38.72561,100,1006.6,-15,403,5000,0.01684,0.02587
38.73172,100,1005.8,-15,400,5000,0.01678,0.02587
38.74173,100,1005,-15,400,5000,0.0167,0.02587
38.75489,100,1004.2,-15,400,5000,0.01656,0.02587
38.75801,100,1003.4,-15,400,5000,0.01654,0.02587
38.76212,100,1002.6,-15,400,5000,0.01649,0.02587
38.76753,100,1001.8,-15,400,5000,0.01642,0.02587
38.7746,100,1001,-15,395,5000,0.01632,0.02587
38.77945,100,1000.2,-15,385,5000,0.01629,0.02587
38.79032,100,999.4,-15,386,5000,0.01617,0.02587
38.80439,100,998.6,-15,387,5000,0.01598,0.02587
38.80893,100,997.8,-15,388,5000,0.01593,0.02587
38.8149,100,997,-15,400,5000,0.01588,0.02587
38.82123,100,996.2,-15,400,5000,0.0158,0.02587
38.82556,100,995.4,-15,400,5000,0.01577,0.02587
38.83679,100,994.6,-15,400,5000,0.01564,0.02587
38.85039,100,993.8,-15,400,5000,0.01552,0.02587
38.85525,100,993,-15,400,5000,0.01548,0.02587
38.86164,100,992.2,-15,400,5000,0.01545,0.02587
38.86742,100,991.4,-15,400,5000,0.01545,0.02587
38.87765,100,990.6,-15,400,5000,0.01534,0.02587
38.89111,100,989.8,-15,404,5000,0.01522,0.02587
38.89462,100,989,-15,400,5000,0.01518,0.02587
38.89923,100,988.2,-15,400,5000,0.01518,0.02587
38.9053,100,987.4,-15,400,5000,0.0153,0.02587
38.9115,100,986.6,-15,400,5000,0.0153,0.02587
38.92144,100,985.8,-15,400,5000,0.0158,0.02587
38.93452,100,985,-15,400,5000,0.01687,0.02587
38.93753,100,984.2,-15,400,5000,0.01687,0.02587
38.94148,100,983.4,-15,400,5000,0.01721,0.02587
38.94669,100,982.6,-15,400,5000,0.01749,0.02587
38.95353,100,981.8,-15,400,5000,0.01769,0.02587
38.95871,100,981,-15,400,5000,0.01769,0.02587
38.96935,100,980.2,-15,401,5000,0.01828,0.02587
38.98335,100,979.4,-15,400,5000,0.01913,0.02587
38.98757,100,978.6,-15,400,5000,0.01944,0.02587
38.99311,100,977.8,-15,400,5000,0.0197,0.02587
39,100,977,-15,400,5000,0.0197,0.02587
39.00472,100,976.2,-15,400,5000,0.02013,0.02587
39.01568,100,975.4,-15,404,5000,0.02013,0.02587
39.02963,100,974.6,-15,400,5000,0.02112,0.02587
39.03425,100,973.8,-15,400,5000,0.02139,0.02587
39.04033,100,973,-15,401,5000,0.02161,0.02587
39.04652,100,972.2,-15,400,5000,0.02161,0.02587
39.05647,100,971.4,-15,400,5000,0.022,0.02587
39.06956,100,970.6,-15,400,5000,0.02273,0.02587
39.07258,100,969.8,-15,399,5000,0.02273,0.02587
39.07655,100,969,-15,400,5000,0.02291,0.02587
39.08177,100,968.2,-15,400,5000,0.02314,0.02587
39.08864,100,967.4,-15,385,5000,0.02327,0.02587
39.09379,100,966.6,-15,400,5000,0.02327,0.02658
39.10446,100,965.8,-15,400,5000,0.02361,0.02698
39.11849,100,965,-15,375,5000,0.02427,0.0276
39.12275,100,964.2,-15,376,5000,0.02441,0.02833
39.12835,100,963.4,-15,377,5000,0.02457,0.02833
39.13517,100,962.6,-15,400,5000,0.02457,0.02935
39.13984,100,961.8,-15,400,5000,0.02476,0.02935
39.15083,100,961,-15,396,5000,0.02502,0.03011
39.16474,100,960.2,-15,397,5000,0.02519,0.03127
39.16939,100,959.4,-15,398,5000,0.02527,0.03127
39.17551,100,958.6,-15,400,5000,0.02531,0.03127
39.18164,100,957.8,-15,400,5000,0.02531,0.0324
39.19164,100,957,-15,400,5000,0.02541,0.03311
39.20478,100,956.2,-15,400,5000,0.02568,0.03391
39.20786,100,955.4,-15,400,5000,0.02568,0.03391
39.21193,100,954.6,-15,400,5000,0.02572,0.03473
39.21727,100,953.8,-15,400,5000,0.02574,0.03473
39.2243,100,953,-15,400,5000,0.02579,0.03473
39.22924,100,952.2,-15,405,5000,0.02579,0.03575
39.24005,100,951.4,-15,406,5000,0.02587,0.03661
39.2542,100,950.6,-15,407,5000,0.02587,0.038
39.25868,100,949.8,-15,408,5000,0.02587,0.038
39.26458,100,949,-15,409,5000,0.02587,0.038
39.27101,100,948.2,-15,400,5000,0.02587,0.03943
39.27541,100,947.4,-15,400,5000,0.02587,0.03981
39.28659,100,946.6,-15,400,5000,0.02587,0.04088
39.30025,100,945.8,-15,400,5000,0.02587,0.04129
39.30507,100,945,-15,400,5000,0.02587,0.0423
39.31141,100,944.2,-15,400,5000,0.02587,0.0423
39.31726,100,943.4,-15,400,5000,0.02587,0.04368
39.32745,100,942.6,-15,400,5000,0.02587,0.04487
39.34084,100,941.8,-15,399,5000,0.02587,0.04553
39.34427,100,941,-15,401,5000,0.02587,0.04666
39.34877,100,940.2,-15,400,5000,0.02587,0.04666
39.3547,100,939.4,-15,400,5000,0.02587,0.04666
39.36109,100,938.6,-15,400,5000,0.02587,0.04856
39.36547,100,937.8,-15,400,5000,0.02587,0.04911
39.37666,100,937,-15,405,5000,0.02587,0.05066
39.39031,100,936.2,-15,406,5000,0.02587,0.05119
39.39514,100,935.4,-15,397,5000,0.02587,0.05258
39.4015,100,934.6,-15,408,5000,0.02587,0.05258
39.40732,100,933.8,-15,400,5000,0.02587,0.05444
39.41753,100,933,-15,400,5000,0.02587,0.05598
39.43095,100,932.2,-15,400,5000,0.02587,0.0568
39.43441,100,931.4,-15,400,5000,0.02587,0.05823
39.43896,100,930.6,-15,400,5000,0.02587,0.05823
39.44494,100,929.8,-15,399,5000,0.02587,0.05823
39.45126,100,929,-15,400,5000,0.02587,0.06068
39.45558,100,928.2,-15,401,5000,0.02587,0.06137
39.46682,100,927.4,-15,402,5000,0.02587,0.06335
39.48041,100,926.6,-15,403,5000,0.02587,0.06404
39.48528,100,925.8,-15,400,5000,0.02587,0.06583
39.49168,100,925,-15,400,5000,0.02585,0.0658
39.49744,100,924.2,-15,400,5000,0.02584,0.06819
39.50769,100,923.4,-15,400,5000,0.02582,0.07008
39.52116,100,922.6,-15,400,5000,0.02575,0.07108
39.52468,100,921.8,-15,400,5000,0.02572,0.07295
39.52932,100,921,-15,395,5000,0.02564,0.07287
39.53542,100,920.2,-15,385,5000,0.02559,0.07282
39.54158,100,919.4,-15,386,5000,0.02553,0.07611
39.55155,100,918.6,-15,387,5000,0.02538,0.07796
39.56466,100,917.8,-15,388,5000,0.02519,0.07994
39.56771,100,917,-15,400,5000,0.02513,0.07988
39.57172,100,916.2,-15,400,5000,0.02507,0.08215
39.577,100,915.4,-15,400,5000,0.02497,0.08205
39.58395,100,914.6,-15,400,5000,0.02478,0.08186
39.589,100,913.8,-15,400,5000,0.02468,0.08479
39.59973,100,913,-15,400,5000,0.02442,0.08698
39.61385,100,912.2,-15,400,5000,0.02403,0.09032
39.61822,100,911.4,-15,400,5000,0.0239,0.09019
39.62397,100,910.6,-15,400,5000,0.02372,0.09
39.63059,100,909.8,-15,404,5000,0.0235,0.09388
39.63513,100,909,-15,400,5000,0.02333,0.09482
39.64621,100,908.2,-15,400,5000,0.02294,0.09593
39.66,100,907.4,-15,400,5000,0.02242,0.09952
39.66473,100,906.6,-15,400,5000,0.02221,0.09931
39.67096,100,905.8,-15,400,5000,0.02192,0.10257
39.67696,100,905,-15,400,5000,0.02164,0.1042
39.68704,100,904.2,-15,400,5000,0.02116,0.1052
39.70031,100,903.4,-15,400,5000,0.02061,0.10801
39.70356,100,902.6,-15,400,5000,0.02047,0.10787
39.70784,100,901.8,-15,400,5000,0.02029,0.11078
39.71347,100,901,-15,400,5000,0.02004,0.11053
39.72025,100,900.2,-15,401,5000,0.01976,0.11452
