时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s,预测最优开度,预测方式
42.79221,100,500,0,400,5000,713.63,1874.9,66.96627808,神经网络预测
42.80556,100,500,0,400,5000,719.88,1875.54,67.20726776,神经网络预测
42.8089,100,500,0,400,5000,722.64,1884.06,67.23779297,神经网络预测
42.81329,100,500,0,400,5000,726.31,1882.48,67.39382935,神经网络预测
42.81908,100,500,0,400,5000,728.62,1880.36,67.49674225,神经网络预测
42.82571,100,500,0,400,5000,726.18,1893.81,67.28639984,神经网络预测
42.83025,100,500,0,400,5000,732.54,1892.12,67.53443909,神经网络预测
42.84139,100,500,0,400,5000,728.3,1898.07,67.32896423,神经网络预测
42.85523,100,500,0,400,5000,740.03,1906.46,67.65714264,神经网络预测
42.86005,100,500,0,400,5000,742.98,1904.52,67.73854065,神经网络预测
42.86639,100,500,0,400,5000,744.36,1901.98,67.77940369,神经网络预测
42.8723,100,500,0,400,5000,741.97,1914.36,67.65805817,神经网络预测
42.88251,100,500,0,400,5000,745.26,1914.35,67.73727417,神经网络预测
42.89595,100,500,0,400,5000,752.1,1918.23,67.87263489,神经网络预测
42.89942,100,500,0,400,5000,754.23,1916.75,67.98593903,神经网络预测
42.90398,100,500,0,400,5000,752.27,1923.18,67.84104919,神经网络预测
42.90998,100,500,0,400,5000,757.42,1920.55,68.14637756,神经网络预测
42.91634,100,500,0,400,5000,754.56,1928.39,67.86808014,神经网络预测
42.92068,100,500,0,400,5000,759.69,1929.72,68.12592316,神经网络预测
42.93196,100,500,0,400,5000,754.52,1933.64,67.83235168,神经网络预测
42.94563,100,500,0,400,5000,759.42,1930.48,68.08722687,神经网络预测
42.95057,100,500,0,400,5000,760.73,1936.12,68.07026672,神经网络预测
42.95708,100,500,0,400,5000,761.08,1933.01,68.16892242,神经网络预测
42.96277,100,500,0,400,5000,763.84,1939.69,68.2583847,神经网络预测
42.97314,100,500,0,400,5000,758.72,1942.16,67.88728333,神经网络预测
42.98679,100,500,0,400,5000,762.72,1939.07,68.1668396,神经网络预测
42.99052,100,500,0,400,5000,763.58,1943.89,68.12702942,神经网络预测
42.99543,100,500,0,400,5000,761.07,1941.38,67.99925995,神经网络预测
43.0019,100,500,0,400,5000,762.98,1946.77,68.02662659,神经网络预测
43.00765,100,500,0,400,5000,759.96,1946.06,67.89473724,神经网络预测
43.01798,100,500,0,400,5000,759.21,1947.42,67.86238861,神经网络预测
43.03159,100,500,0,400,5000,759.16,1943.4,67.89113617,神经网络预测
43.03525,100,500,0,400,5000,757.15,1947.59,67.81534576,神经网络预测
43.04008,100,500,0,400,5000,756.88,1944.92,67.82312775,神经网络预测
43.04644,100,500,0,400,5000,755.44,1941.38,67.81143951,神经网络预测
43.05234,100,500,0,400,5000,752.04,1948.15,67.70600891,神经网络预测
43.06257,100,500,0,400,5000,749.61,1948.78,67.6374588,神经网络预测
43.07605,100,500,0,400,5000,748.31,1943.91,67.63434601,神经网络预测
43.07955,100,500,0,400,5000,746.24,1947.57,67.54286957,神经网络预测
43.08416,100,500,0,400,5000,745.12,1944.83,67.5280304,神经网络预测
43.09023,100,500,0,400,5000,742.91,1941.19,67.48338318,神经网络预测
43.09651,100,500,0,400,5000,739.12,1946.87,67.30071259,神经网络预测
43.10649,100,500,0,400,5000,735.16,1943.45,67.18689728,神经网络预测
43.11963,100,500,0,400,5000,730.04,1941.26,67.02207947,神经网络预测
43.12267,100,500,0,400,5000,728.81,1939.31,66.99427032,神经网络预测
43.12669,100,500,0,400,5000,727.1,1942.15,66.91313171,神经网络预测
43.13197,100,500,0,400,5000,724.44,1938.78,66.84777832,神经网络预测
43.13893,100,500,0,400,5000,719.89,1941.01,66.68331909,神经网络预测
43.14404,100,500,0,400,5000,717.48,1939.75,66.6157608,神经网络预测
43.15482,100,500,0,400,5000,710.23,1935.27,66.42468262,神经网络预测
43.16902,100,500,0,400,5000,701.77,1930.63,66.21400452,神经网络预测
43.17346,100,500,0,400,5000,698.87,1932.76,66.13162994,神经网络预测
43.17931,100,500,0,400,5000,694.88,1928.77,66.04886627,神经网络预测
43.18589,100,500,0,400,5000,690.37,1930.22,65.94215393,神经网络预测
43.19037,100,500,0,400,5000,687.28,1929.24,65.87908936,神经网络预测
43.20158,100,500,0,400,5000,679.39,1924.13,65.73474121,神经网络预测
43.21539,100,500,0,400,5000,669.3,1920.79,65.5737381,神经网络预测
43.22026,100,500,0,400,5000,665.82,1917.3,65.52469635,神经网络预测
43.22668,100,500,0,400,5000,661.16,1912.65,65.46281433,神经网络预测
43.23251,100,500,0,400,5000,656.92,1915.52,65.42472076,神经网络预测
43.24281,100,500,0,400,5000,649.32,1912.51,65.36207581,神经网络预测
43.25638,100,500,0,400,5000,639.12,1904.42,65.29541016,神经网络预测
43.25999,100,500,0,400,5000,636.42,1905.75,65.30031586,神经网络预测
43.26474,100,500,0,400,5000,632.86,1902.18,65.28582001,神经网络预测
43.271,100,500,0,400,5000,628.11,1897.44,65.2723999,神经网络预测
43.27704,100,500,0,400,5000,623.5,1899.47,65.29069519,神经网络预测
43.2872,100,500,0,400,5000,615.68,1893.58,65.1900177,神经网络预测
43.30058,100,500,0,400,5000,605.22,1887.38,65.02990723,神经网络预测
43.30393,100,500,0,400,5000,602.6,1884.75,64.98257446,神经网络预测
43.30835,100,500,0,400,5000,599.16,1885.12,64.93917847,神经网络预测
43.31417,100,500,0,400,5000,594.51,1880.47,64.84924316,神经网络预测
43.3208,100,500,0,400,5000,589.29,1879.94,64.7696991,神经网络预测
43.32531,100,500,0,400,5000,585.69,1877.85,64.70277405,神经网络预测
43.33651,100,500,0,400,5000,576.63,1872.79,64.5272522,神经网络预测
43.35035,100,500,0,400,5000,565.35,1862.89,64.26890564,神经网络预测
43.35522,100,500,0,400,5000,561.34,1862.49,64.19024658,神经网络预测
43.36163,100,500,0,400,5000,556.12,1857.26,64.05272675,神经网络预测
43.36748,100,500,0,400,5000,551.33,1856.57,63.9463501,神经网络预测
43.37778,100,500,0,400,5000,542.77,1851.47,63.71495819,神经网络预测
43.39135,100,500,0,400,5000,531.33,1841.68,63.35105896,神经网络预测
43.39496,100,500,0,400,5000,528.33,1841.73,63.26794434,神经网络预测
43.3997,100,500,0,400,5000,524.35,1837.75,63.12589264,神经网络预测
43.40596,100,500,0,400,5000,519.1,1832.5,62.93318176,神经网络预测
43.41202,100,500,0,400,5000,513.96,1832.4,62.77719116,神经网络预测
43.42218,100,500,0,400,5000,505.27,1825.16,62.45536041,神经网络预测
43.43556,100,500,0,400,5000,493.67,1816.82,62.03334045,神经网络预测
43.43892,100,500,0,400,5000,490.79,1813.94,61.92288971,神经网络预测
43.44334,100,500,0,400,5000,486.99,1813.01,61.80048752,神经网络预测
43.44916,100,500,0,400,5000,481.95,1807.97,61.60702896,神经网络预测
43.45579,100,500,0,400,5000,476.2,1805.81,61.40975189,神经网络预测
43.46031,100,500,0,400,5000,472.23,1806.32,61.28154755,神经网络预测
43.47152,100,500,0,400,5000,462.3,1809.39,60.90411377,神经网络预测
43.48536,100,500,0,400,5000,449.96,1810.49,60.14041519,神经网络预测
43.49024,100,500,0,400,5000,445.63,1813.22,59.82683945,神经网络预测
43.49667,100,500,0,400,5000,439.9,1813.22,59.36948395,神经网络预测
43.5025,100,500,0,400,5000,434.67,1816.38,59.05292892,神经网络预测
43.51283,100,500,0,400,5000,425.33,1818.96,58.66788101,神经网络预测
43.52643,100,500,0,400,5000,412.98,1820.26,58.31090546,神经网络预测
43.53006,100,500,0,400,5000,409.71,1822.56,58.24022675,神经网络预测
43.53485,100,500,0,400,5000,405.33,1822.56,58.09415817,神经网络预测
43.54115,100,500,0,400,5000,399.62,1822.56,57.86193466,神经网络预测
43.54715,100,500,0,400,5000,394.17,1826.31,57.62533951,神经网络预测
43.55737,100,500,0,400,5000,384.85,1828.68,56.93911362,神经网络预测
43.57083,100,500,0,400,5000,372.49,1829.86,55.66898727,神经网络预测
43.57428,100,500,0,400,5000,369.35,1831.97,55.35533905,神经网络预测
43.57881,100,500,0,400,5000,365.22,1831.97,54.87116241,神经网络预测
43.58479,100,500,0,400,5000,359.75,1831.97,54.21591187,神经网络预测
43.59122,100,500,0,400,5000,353.79,1835.42,53.56991196,神经网络预测
43.59561,100,500,0,400,5000,349.8,1836.37,53.10919189,神经网络预测
43.60693,100,500,0,400,5000,339.39,1837.61,51.93214798,神经网络预测
43.62064,100,500,0,400,5000,326.68,1840.6,50.72633743,神经网络预测
43.62562,100,500,0,400,5000,322.14,1840.6,50.34585953,神经网络预测
43.63218,100,500,0,400,5000,316.14,1843.1,49.92927551,神经网络预测
43.63785,100,500,0,400,5000,310.95,1843.79,49.58316803,神经网络预测
43.6483,100,500,0,400,5000,301.38,1845.87,49.0020256,神经网络预测
43.66207,100,500,0,400,5000,288.77,1846.77,48.20518494,神经网络预测
43.66591,100,500,0,400,5000,285.31,1848.58,47.99238205,神经网络预测
43.67097,100,500,0,400,5000,280.74,1848.58,47.67100143,神经网络预测
43.67765,100,500,0,400,5000,274.74,1848.58,47.23532104,神经网络预测
43.68317,100,500,0,400,5000,269.76,1851.53,46.89660645,神经网络预测
43.69373,100,500,0,400,5000,262.84,1852.42,46.17497635,神经网络预测
43.70764,100,500,0,400,5000,277.22,1854.25,47.48927307,神经网络预测
43.71166,100,500,0,400,5000,281.19,1855.95,47.79681778,神经网络预测
43.71697,100,500,0,400,5000,285.36,1855.95,48.08797836,神经网络预测
43.72396,100,500,0,400,5000,288.19,1855.95,48.27967834,神经网络预测
43.72907,100,500,0,400,5000,288.19,1858.69,48.31323624,神经网络预测
43.73991,100,500,0,400,5000,295.49,1859.57,48.79699326,神经网络预测
43.75421,100,500,0,400,5000,307.21,1861.06,49.55573654,神经网络预测
43.75874,100,500,0,400,5000,311.24,1862.66,49.84648514,神经网络预测
43.76471,100,500,0,400,5000,314.74,1862.66,50.096241,神经网络预测
43.77117,100,500,0,400,5000,314.74,1864.47,50.12115097,神经网络预测
43.77557,100,500,0,400,5000,320.99,1865.14,50.62515259,神经网络预测
43.78691,100,500,0,400,5000,329.1,1866,51.38637924,神经网络预测
43.80063,100,500,0,400,5000,334.15,1868.09,51.95297241,神经网络预测
43.80561,100,500,0,400,5000,337.92,1868.09,52.37453079,神经网络预测
43.81218,100,500,0,400,5000,341.19,1869.83,52.79103088,神经网络预测
43.81786,100,500,0,400,5000,341.19,1870.3,52.80079651,神经网络预测
43.82833,100,500,0,400,5000,346.97,1871.74,53.52902222,神经网络预测
43.84214,100,500,0,400,5000,359.37,1872.38,55.06124878,神经网络预测
43.84602,100,500,0,400,5000,359.37,1873.63,55.08861923,神经网络预测
43.85112,100,500,0,400,5000,362.91,1873.63,55.51138306,神经网络预测
43.85786,100,500,0,400,5000,365.98,1875.22,55.90462494,神经网络预测
43.86332,100,500,0,400,5000,371.47,1875.68,56.53242111,神经网络预测
43.87394,100,500,0,400,5000,371.47,1876.29,56.54513931,神经网络预测
43.88796,100,500,0,400,5000,383.18,1877.59,57.71612167,神经网络预测
43.8921,100,500,0,400,5000,386.54,1878.75,57.99355698,神经网络预测
43.89755,100,500,0,400,5000,389.6,1878.75,58.19200516,神经网络预测
43.9047,100,500,0,400,5000,389.6,1880.24,58.21511841,神经网络预测
43.90958,100,500,0,400,5000,394.86,1880.24,58.47922516,神经网络预测
43.92061,100,500,0,400,5000,394.86,1881.7,58.49918747,神经网络预测
43.93476,100,500,0,400,5000,405.8,1883.11,58.8712883,神经网络预测
43.93946,100,500,0,400,5000,408.86,1883.11,58.94966125,神经网络预测
43.94568,100,500,0,400,5000,411.91,1883.11,59.02457428,神经网络预测
43.95184,100,500,0,400,5000,416.83,1884.48,59.15860748,神经网络预测
43.96199,100,500,0,400,5000,416.83,1885.82,59.17295837,神经网络预测
43.9754,100,500,0,400,5000,426.41,1885.82,59.44828796,神经网络预测
43.97871,100,500,0,400,5000,428.96,1887.11,59.56319427,神经网络预测
43.98309,100,500,0,400,5000,428.96,1887.11,59.56319427,神经网络预测
43.98886,100,500,0,400,5000,432.21,1887.11,59.71966171,神经网络预测
43.9956,100,500,0,400,5000,434.39,1888.37,59.85678864,神经网络预测
44.00019,100,500,0,400,5000,434.39,1888.37,59.85678864,神经网络预测
44.01141,100,500,0,400,5000,439.25,1889.59,60.18912888,神经网络预测
44.02531,100,500,0,400,5000,447.4,1890.78,60.7849617,神经网络预测
44.03019,100,500,0,400,5000,450.01,1890.78,60.96210861,神经网络预测
44.03663,100,500,0,400,5000,452.51,1891.94,61.13272858,神经网络预测
44.04248,100,500,0,400,5000,456.63,1891.94,61.37127686,神经网络预测
44.05285,100,500,0,400,5000,456.63,1893.06,61.38141251,神经网络预测
44.06652,100,500,0,400,5000,464.7,1894.15,61.76961899,神经网络预测
44.07019,100,500,0,400,5000,466.85,1894.15,61.85344696,神经网络预测
44.07504,100,500,0,400,5000,469.58,1894.15,61.95192337,神经网络预测
44.08144,100,500,0,400,5000,471.5,1895.21,62.02603149,神经网络预测
44.08735,100,500,0,400,5000,471.5,1895.21,62.02603149,神经网络预测
44.09767,100,500,0,400,5000,475.6,1896.24,62.16435242,神经网络预测
44.11128,100,500,0,400,5000,475.6,1897.24,62.17306519,神经网络预测
44.11488,100,500,0,400,5000,475.6,1897.24,62.17306519,神经网络预测
44.11963,100,500,0,400,5000,475.6,1897.24,62.17306519,神经网络预测
44.12589,100,500,0,400,5000,475.6,1898.21,62.18152618,神经网络预测
44.13197,100,500,0,400,5000,475.6,1898.21,62.18152618,神经网络预测
44.14217,100,500,0,400,5000,475.6,1899.15,62.18971634,神经网络预测
44.15562,100,500,0,400,5000,475.6,1900.07,62.19773865,神经网络预测
44.15901,100,500,0,400,5000,475.6,1900.07,62.19773865,神经网络预测
44.16348,100,500,0,400,5000,475.6,1900.96,62.20550156,神经网络预测
44.16938,100,500,0,400,5000,475.6,1900.96,62.20550156,神经网络预测
44.17593,100,500,0,400,5000,475.56,1900.96,62.2042923,神经网络预测
44.18041,100,500,0,400,5000,475.5,1901.83,62.21006012,神经网络预测
44.1917,100,500,0,400,5000,474.97,1901.83,62.19390106,神经网络预测
44.20547,100,500,0,400,5000,473.81,1902.67,62.16535187,神经网络预测
44.2104,100,500,0,400,5000,473.35,1903.49,62.15806961,神经网络预测
44.21691,100,500,0,400,5000,472.59,1903.49,62.13388824,神经网络预测
44.22266,100,500,0,400,5000,471.8,1904.28,62.115242,神经网络预测
44.23307,100,500,0,400,5000,470.12,1904.28,62.05922318,神经网络预测
44.24681,100,500,0,400,5000,511.57,1905.05,63.26810074,神经网络预测
44.25058,100,500,0,400,5000,528.48,1905.81,63.73938751,神经网络预测
44.25554,100,500,0,400,5000,528.48,1905.81,63.73938751,神经网络预测
44.2621,100,500,0,400,5000,558.74,1905.81,64.42127991,神经网络预测
44.26778,100,500,0,400,5000,558.74,1906.53,64.42609406,神经网络预测
44.27824,100,500,0,400,5000,589.57,1907.24,64.93170929,神经网络预测
44.29202,100,500,0,400,5000,639.31,1907.24,65.3085022,神经网络预测
44.29585,100,500,0,400,5000,639.31,1907.93,65.31168365,神经网络预测
44.30091,100,500,0,400,5000,656.42,1907.93,65.40460968,神经网络预测
44.30758,100,500,0,400,5000,670.6,1908.6,65.59368896,神经网络预测
44.31311,100,500,0,400,5000,670.6,1908.6,65.59368896,神经网络预测
44.32366,100,500,0,400,5000,696.96,1909.25,66.17854309,神经网络预测
44.33758,100,500,0,400,5000,753.15,1909.88,68.03585815,神经网络预测
44.34159,100,500,0,400,5000,753.15,1909.88,68.03585815,神经网络预测
44.34688,100,500,0,400,5000,769.57,1909.88,69.85368347,神经网络预测
44.35386,100,500,0,400,5000,781.41,1910.49,70.29125214,神经网络预测
44.35898,100,500,0,400,5000,781.41,1910.49,70.29125214,神经网络预测
44.36981,100,500,0,400,5000,806.16,1911.09,70.8864975,神经网络预测
44.38407,100,500,0,400,5000,847.85,1911.67,72.76950073,神经网络预测
44.38856,100,500,0,400,5000,860.84,1911.67,73.39182281,神经网络预测
44.39447,100,500,0,400,5000,874.55,1912.23,73.98925781,神经网络预测
44.40098,100,500,0,400,5000,883.73,1912.23,74.35408783,神经网络预测
44.40543,100,500,0,400,5000,883.73,1912.23,74.35408783,神经网络预测
44.41671,100,500,0,400,5000,907.33,1912.78,75.0777359,神经网络预测
44.43044,100,500,0,400,5000,945.26,1913.31,75.64671326,神经网络预测
44.43536,100,500,0,400,5000,958.39,1913.31,75.75118256,神经网络预测
44.44184,100,500,0,400,5000,969.13,1913.83,75.81669617,神经网络预测
44.4476,100,500,0,400,5000,969.13,1913.83,75.81669617,神经网络预测
44.45798,100,500,0,400,5000,989.31,1914.33,75.90320587,神经网络预测
44.47167,100,500,0,400,5000,1022.74,1914.82,75.99859619,神经网络预测
44.47539,100,500,0,400,5000,1032.51,1914.82,76.0298996,神经网络预测
44.48029,100,500,0,400,5000,1045.22,1915.29,76.07393646,神经网络预测
44.48676,100,500,0,400,5000,1054.02,1915.29,76.10984802,神经网络预测
44.49254,100,500,0,400,5000,1054.02,1915.29,76.10984802,神经网络预测
44.5029,100,500,0,400,5000,1073.07,1915.75,76.1963501,神经网络预测
44.51656,100,500,0,400,5000,1105.03,1916.2,76.42149353,神经网络预测
44.52025,100,500,0,400,5000,1105.03,1916.2,76.42149353,神经网络预测
44.5251,100,500,0,400,5000,1115.22,1916.63,76.51966858,神经网络预测
44.53151,100,500,0,400,5000,1125.26,1916.63,76.62844849,神经网络预测
44.53736,100,500,0,400,5000,1141.5,1917.05,76.81381989,神经网络预测
44.54766,100,500,0,400,5000,1141.5,1917.05,76.81381989,神经网络预测
44.56125,100,500,0,400,5000,1174.32,1917.46,77.23078156,神经网络预测
44.56483,100,500,0,400,5000,1183.12,1917.46,77.34885406,神经网络预测
44.56955,100,500,0,400,5000,1183.12,1917.86,77.34549713,神经网络预测
44.57578,100,500,0,400,5000,1199.65,1917.86,77.56329346,神经网络预测
44.58186,100,500,0,400,5000,1199.65,1918.25,77.56026459,神经网络预测
44.592,100,500,0,400,5000,1216.04,1918.25,77.76244354,神经网络预测
44.60537,100,500,0,400,5000,1242.26,1918.63,78.06340027,神经网络预测
44.60867,100,500,0,400,5000,1242.26,1918.63,78.06340027,神经网络预测
44.61302,100,500,0,400,5000,1251.16,1918.99,78.16333771,神经网络预测
44.61876,100,500,0,400,5000,1258.98,1918.99,78.25370026,神经网络预测
44.62548,100,500,0,400,5000,1258.98,1919.35,78.25150299,神经网络预测
44.63007,100,500,0,400,5000,1272.9,1919.35,78.41516113,神经网络预测
44.64124,100,500,0,400,5000,1272.9,1919.69,78.41307068,神经网络预测
44.65509,100,500,0,400,5000,1302.02,1920.03,78.77780914,神经网络预测
44.65989,100,500,0,400,5000,1310.31,1920.03,78.89221191,神经网络预测
44.66621,100,500,0,400,5000,1317.25,1920.03,78.99253082,神经网络预测
44.67216,100,500,0,400,5000,1317.25,1920.35,78.99017334,神经网络预测
44.68238,100,500,0,400,5000,1330.1,1920.67,79.18535614,神经网络预测
44.69587,100,500,0,400,5000,1351.29,1920.98,79.54451752,神经网络预测
44.69932,100,500,0,400,5000,1357.35,1920.98,79.65604401,神经网络预测
44.70388,100,500,0,400,5000,1365.27,1920.98,79.80706024,神经网络预测
44.70988,100,500,0,400,5000,1371.14,1921.28,79.91992188,神经网络预测
44.71624,100,500,0,400,5000,1371.14,1921.28,79.91992188,神经网络预测
44.7206,100,500,0,400,5000,1383.17,1921.28,80.16786957,神经网络预测
44.73191,100,500,0,400,5000,1383.17,1921.57,80.1648407,神经网络预测
44.74554,100,500,0,400,5000,1409.4,1921.85,80.76591492,神经网络预测
44.75049,100,500,0,400,5000,1409.4,1921.85,80.76591492,神经网络预测
44.757,100,500,0,400,5000,1420.88,1922.12,81.0725174,神经网络预测
44.7627,100,500,0,400,5000,1420.88,1922.12,81.0725174,神经网络预测
44.77309,100,500,0,400,5000,1432.34,1922.39,81.42931366,神经网络预测
44.78678,100,500,0,400,5000,1450.59,1922.65,82.12643433,神经网络预测
44.79053,100,500,0,400,5000,1450.59,1922.65,82.12643433,神经网络预测
44.79546,100,500,0,400,5000,1456.8,1922.65,82.36662292,神经网络预测
44.80196,100,500,0,400,5000,1462.25,1922.9,82.56162262,神经网络预测
44.80767,100,500,0,400,5000,1462.25,1922.9,82.56162262,神经网络预测
44.81805,100,500,0,400,5000,1471.97,1923.14,82.91072083,神经网络预测
44.83173,100,500,0,400,5000,1492.28,1923.38,83.69815826,神经网络预测
44.83545,100,500,0,400,5000,1492.28,1923.38,83.69815826,神经网络预测
44.84036,100,500,0,400,5000,1498.05,1923.61,83.93243408,神经网络预测
44.84683,100,500,0,400,5000,1502.91,1923.61,84.13960266,神经网络预测
44.85258,100,500,0,400,5000,1502.91,1923.61,84.13960266,神经网络预测
44.86293,100,500,0,400,5000,1511.86,1923.84,84.52989197,神经网络预测
44.87657,100,500,0,400,5000,1530.86,1924.06,85.43532562,神经网络预测
44.88024,100,500,0,400,5000,1530.86,1924.06,85.43532562,神经网络预测
44.88508,100,500,0,400,5000,1536.37,1924.27,85.71143341,神经网络预测
44.89146,100,500,0,400,5000,1540.48,1924.27,85.92658234,神经网络预测
44.89732,100,500,0,400,5000,1540.48,1924.47,85.92055511,神经网络预测
44.90759,100,500,0,400,5000,1548.87,1924.47,86.37054443,神经网络预测
44.92112,100,500,0,400,5000,1562.82,1924.67,87.13910675,神经网络预测
44.92465,100,500,0,400,5000,1567.09,1924.67,87.38187408,神经网络预测
44.92931,100,500,0,400,5000,1567.09,1924.87,87.37534332,神经网络预测
44.93544,100,500,0,400,5000,1575.17,1924.87,87.84085846,神经网络预测
44.94162,100,500,0,400,5000,1575.17,1925.06,87.83455658,神经网络预测
44.95167,100,500,0,400,5000,1583.15,1925.06,88.30168915,神经网络预测
44.9649,100,500,0,400,5000,1592.58,1925.24,88.85644531,神经网络预测
44.96804,100,500,0,400,5000,1595.87,1925.24,89.05423737,神经网络预测
44.97219,100,500,0,400,5000,1600.18,1925.42,89.30871582,神经网络预测
44.97765,100,500,0,400,5000,1604.02,1925.42,89.54239655,神经网络预测
44.98471,100,500,0,400,5000,1604.02,1925.59,89.53649902,神经网络预测
44.98955,100,500,0,400,5000,1610.78,1925.59,89.95095062,神经网络预测
45.00052,100,500,0,400,5000,1610.78,1925.76,89.94500732,神经网络预测
45.01459,100,500,0,400,5000,1624.85,1925.92,90.81318665,神经网络预测
45.01922,100,500,0,400,5000,1628.81,1925.92,91.06151581,神经网络预测
45.02532,100,500,0,400,5000,1632.29,1925.92,91.28050995,神经网络预测
45.03154,100,500,0,400,5000,1632.29,1926.08,91.27484894,神经网络预测
45.04156,100,500,0,400,5000,1638.49,1926.23,91.66136932,神经网络预测
45.05476,100,500,0,400,5000,1648.65,1926.38,92.30268097,神经网络预测
45.05786,100,500,0,400,5000,1651.47,1926.38,92.48319244,神经网络预测
45.06194,100,500,0,400,5000,1651.47,1926.38,92.48319244,神经网络预测
45.06733,100,500,0,400,5000,1655.16,1926.38,92.72016907,神经网络预测
45.07441,100,500,0,400,5000,1658.24,1926.53,92.91331482,神经网络预测
45.07934,100,500,0,400,5000,1663.97,1926.53,93.28473663,神经网络预测
45.09,100,500,0,400,5000,1663.97,1926.67,93.27967834,神经网络预测
45.10429,100,500,0,400,5000,1621.74,1872.39,92.50218964,神经网络预测
45.10883,100,500,0,400,5000,1608.34,1855.44,92.24674225,神经网络预测
45.11481,100,500,0,400,5000,1588.79,1833.45,91.77953339,神经网络预测
45.12132,100,500,0,400,5000,1565.02,1809.68,91.11878204,神经网络预测
45.12572,100,500,0,400,5000,1554.48,1793.75,90.99918365,神经网络预测
45.13707,100,500,0,400,5000,1514.13,1753.54,89.89884186,神经网络预测
45.15091,100,500,0,400,5000,1477.8,1705.67,89.25862122,神经网络预测
45.15596,100,500,0,400,5000,1463.61,1688.61,88.96729279,神经网络预测
45.16262,100,500,0,400,5000,1443.26,1666.22,88.50452423,神经网络预测
45.16822,100,500,0,400,5000,1424.65,1647.6,88.04812622,神经网络预测
45.17877,100,500,0,400,5000,1395.27,1613.23,87.47685242,神经网络预测
45.19268,100,500,0,400,5000,1358.99,1568.99,86.85574341,神经网络预测
45.1967,100,500,0,400,5000,1349.15,1556.38,86.70918274,神经网络预测
45.20201,100,500,0,400,5000,1332.68,1540.02,86.37017059,神经网络预测
45.209,100,500,0,400,5000,1313.67,1518.59,86.05091095,神经网络预测
45.21415,100,500,0,400,5000,1302.38,1503.08,85.92664337,神经网络预测
45.22501,100,500,0,400,5000,1270.03,1470.72,85.35992432,神经网络预测
45.2393,100,500,0,400,5000,1237.57,1429.27,85.0212326,神经网络预测
45.24384,100,500,0,400,5000,1227.21,1416.42,84.91625977,神经网络预测
45.24983,100,500,0,400,5000,1212.42,1399.51,84.74884796,神经网络预测
45.25633,100,500,0,400,5000,1194.3,1381.49,84.50947571,神经网络预测
45.26073,100,500,0,400,5000,1186.18,1369.35,84.48278046,神经网络预测
45.27209,100,500,0,400,5000,1155.35,1338.62,84.12886047,神经网络预测
45.28592,100,500,0,400,5000,1127.33,1302.11,84.00154877,神经网络预测
45.29098,100,500,0,400,5000,1116.72,1288.97,83.94644165,神经网络预测
45.29764,100,500,0,400,5000,1101.33,1271.86,83.83637238,神经网络预测
45.30323,100,500,0,400,5000,1087.14,1257.77,83.71246338,神经网络预测
45.3138,100,500,0,400,5000,1064.6,1231.5,83.5741806,神经网络预测
45.32772,100,500,0,400,5000,1036.9,1197.69,83.41087341,神经网络预测
45.33176,100,500,0,400,5000,1029.23,1188.03,83.36804962,神经网络预测
45.33709,100,500,0,400,5000,1018.61,1175.4,83.30427551,神经网络预测
45.3441,100,500,0,400,5000,1003.56,1159.06,83.20605469,神经网络预测
45.34922,100,500,0,400,5000,991.72,1147.22,83.12438202,神经网络预测
45.3601,100,500,0,400,5000,970.58,1122.55,83.01939392,神经网络预测
45.3744,100,500,0,400,5000,944.46,1090.91,82.91647339,神经网络预测
45.37897,100,500,0,400,5000,936.46,1080.95,82.88969421,神经网络预测
45.38501,100,500,0,400,5000,925.1,1067.95,82.84063721,神经网络预测
45.39145,100,500,0,400,5000,911.39,1054.32,82.75241852,神经网络预测
45.39581,100,500,0,400,5000,905.26,1045.14,82.74131775,神经网络预测
45.4072,100,500,0,400,5000,881.67,1021.62,82.53442383,神经网络预测
45.42099,100,500,0,400,5000,860.3,993.83,82.43260193,神经网络预测
45.42607,100,500,0,400,5000,852.11,983.76,82.39290619,神经网络预测
45.43277,100,500,0,400,5000,840.35,970.7,82.32239532,神经网络预测
45.43832,100,500,0,400,5000,829.61,959.96,82.24836731,神经网络预测
45.44892,100,500,0,400,5000,812.31,939.85,82.19737244,神经网络预测
45.46288,100,500,0,400,5000,791.06,913.96,82.17742157,神经网络预测
45.46698,100,500,0,400,5000,785.04,906.48,82.17562866,神经网络预测
45.47238,100,500,0,400,5000,776.89,896.78,82.1677475,神经网络预测
45.4795,100,500,0,400,5000,765.27,884.07,82.14470673,神经网络预测
45.48449,100,500,0,400,5000,756.48,875.28,82.12207031,神经网络预测
45.49546,100,500,0,400,5000,740.15,856.29,82.10370636,神经网络预测
45.50974,100,500,0,400,5000,720.27,832.19,82.13162994,神经网络预测
45.51443,100,500,0,400,5000,713.93,824.39,82.16014862,神经网络预测
45.52064,100,500,0,400,5000,705.04,814.26,82.20983124,神经网络预测
45.52683,100,500,0,400,5000,695,804.21,82.26203156,神经网络预测
45.537,100,500,0,400,5000,681.06,788.03,82.39328003,神经网络预测
45.55045,100,500,0,400,5000,664.88,767.13,82.62150574,神经网络预测
45.55379,100,500,0,400,5000,659.74,762,82.63697052,神经网络预测
45.55822,100,500,0,400,5000,654.36,755.33,82.66661835,神经网络预测
